India Temperature,India Precipitation,India Relative Humidity,India Wind Speed,India Wind Direction,India Mean Sea Level Pressure,Japan Temperature,Japan Precipitation Total,Japan Relative Humidity,Japan Wind Speed,Japan Wind Direction,Japan Mean Sea Level Pressure,Year,Month,Day,Tree Level India,Grass Level India,Weed Level India,Tree Level Japan,Grass Level Japan,Weed Level Japan
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,7,24,M,L,M,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,7,25,M,L,M,,,
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,7,26,M,L,L,,,
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2015,7,27,,,,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,7,28,,,,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,7,29,H,L,M,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,7,30,H,L,M,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,7,31,L,L,L,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,8,1,M,L,L,,,
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,8,2,M,L,M,,,
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2015,8,3,,,,L,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2015,8,4,,,,L,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2015,8,5,,,,L,L,L
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2015,8,6,M,L,M,L,L,L
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2015,8,7,L,L,L,L,L,L
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2015,8,8,M,L,M,,,
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2015,8,9,L,L,M,,,
30.607971,0,52,1.609969,153.43495,1009.6,21.731178,0,20,8.78872,325.008,1020.1,2015,8,10,,,,L,L,L
29.507973,0,60,4.3349743,184.76364,1010.2,20.841179,0,18,14.021525,318.12213,1020.6,2015,8,11,,,,L,L,L
27.677973,0,71,2.968636,194.03624,1010.9,18.791178,0,20,15.03835,312.08917,1021.4,2015,8,12,L,M,H,L,L,L
26.397972,0,74,6.3690495,222.7094,1011.3,17.03118,0,22,15.876775,302.96942,1021.9,2015,8,13,M,L,M,L,L,L
26.607971,0,73,4.3349743,221.63354,1011.4,15.471178,0,23,15.1884165,301.42957,1022.5,2015,8,14,M,L,M,L,L,L
31.257973,0,48,21.659916,201.44774,1010.9,19.651178,0,38,9.449572,139.63547,1019.8,2015,8,15,M,L,M,,,
30.397972,0,52,23.188583,207.75854,1010.6,19.93118,0,37,12.979984,146.30994,1019.3,2015,8,16,M,L,H,,,
29.687971,0,56,22.366402,213.17851,1010.1,19.791178,0,37,15.509274,158.1986,1018.9,2015,8,17,,,,L,L,L
28.967972,0,58,19.386593,211.32869,1009.4,19.541178,0,39,15.725037,164.0546,1018.3,2015,8,18,,,,L,L,L
27.787971,0,63,17.477621,212.38068,1009.9,19.001179,0,43,16.039202,170.96051,1018.1,2015,8,19,M,L,H,L,L,L
26.007973,0,70,14.904173,217.1467,1010.4,17.651178,0,49,16.563911,178.75464,1018.5,2015,8,20,M,L,M,L,L,L
25.157972,0,71,13.397612,210.69972,1011,16.301178,0,58,16.923828,181.21887,1018.8,2015,8,21,M,L,M,L,L,L
24.817972,0,71,10.514218,218.04704,1011.5,15.641177,0,66,16.954432,176.34778,1018.8,2015,8,22,L,L,M,,,
24.667973,0,71,6.489992,236.30994,1011.5,15.051178,0,71,16.167967,168.43987,1018.7,2015,8,23,L,L,M,,,
24.727972,0,70,4.198285,239.03624,1012,14.681178,0,72,14.471821,174.28941,1018.1,2015,8,24,,,,L,L,L
24.807972,0,68,2.16,270,1011.8,14.351177,0,74,12.682018,173.4802,1017.7,2015,8,25,,,,L,L,M
24.467972,0,69,0.71999997,360,1011.7,13.961178,0,75,12.783802,170.27242,1016.5,2015,8,26,L,L,H,L,L,L
23.877972,0,72,2.16,360,1011.6,13.641177,0,77,11.570515,174.64418,1015.8,2015,8,27,L,L,H,L,L,M
23.887972,0,71,4.0249224,10.30484,1011.4,13.251178,0,80,10.805999,178.09085,1015.6,2015,8,28,L,L,M,L,L,M
23.497972,0,73,5.8048253,7.125,1011.4,12.691177,0,84,9.007196,182.2906,1014.3,2015,8,29,L,L,M,,,
24.087973,0,71,6.489992,3.1798248,1011.3,12.191177,0,86,8.049845,190.30484,1014.1,2015,8,30,L,L,H,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,8,31,,,,L,L,M
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,9,1,,,,L,L,M
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,9,2,L,L,M,L,L,M
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,9,3,L,L,L,L,L,M
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,9,4,L,L,L,L,L,M
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,9,5,L,L,M,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,9,6,L,L,M,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,9,7,,,,,,
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,9,8,,,,L,M,M
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,9,9,L,L,M,L,M,H
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2015,9,10,L,L,M,L,L,H
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2015,9,11,L,L,L,L,L,M
30.397972,0,52,23.188583,207.75854,1010.6,19.93118,0,37,12.979984,146.30994,1019.3,2015,9,12,L,L,L,,,
29.687971,0,56,22.366402,213.17851,1010.1,19.791178,0,37,15.509274,158.1986,1018.9,2015,9,13,L,L,M,,,
28.967972,0,58,19.386593,211.32869,1009.4,19.541178,0,39,15.725037,164.0546,1018.3,2015,9,14,,,,L,M,H
27.787971,0,63,17.477621,212.38068,1009.9,19.001179,0,43,16.039202,170.96051,1018.1,2015,9,15,,,,L,L,M
26.007973,0,70,14.904173,217.1467,1010.4,17.651178,0,49,16.563911,178.75464,1018.5,2015,9,16,L,L,L,L,L,M
25.157972,0,71,13.397612,210.69972,1011,16.301178,0,58,16.923828,181.21887,1018.8,2015,9,17,L,L,L,L,L,M
24.817972,0,71,10.514218,218.04704,1011.5,15.641177,0,66,16.954432,176.34778,1018.8,2015,9,18,L,L,L,L,L,M
24.667973,0,71,6.489992,236.30994,1011.5,15.051178,0,71,16.167967,168.43987,1018.7,2015,9,19,L,L,M,,,
24.727972,0,70,4.198285,239.03624,1012,14.681178,0,72,14.471821,174.28941,1018.1,2015,9,20,L,L,L,,,
24.807972,0,68,2.16,270,1011.8,14.351177,0,74,12.682018,173.4802,1017.7,2015,9,21,,,,L,L,M
24.467972,0,69,0.71999997,360,1011.7,13.961178,0,75,12.783802,170.27242,1016.5,2015,9,22,,,,L,L,L
23.877972,0,72,2.16,360,1011.6,13.641177,0,77,11.570515,174.64418,1015.8,2015,9,23,L,L,L,L,L,H
23.887972,0,71,4.0249224,10.30484,1011.4,13.251178,0,80,10.805999,178.09085,1015.6,2015,9,24,L,L,L,L,L,M
23.497972,0,73,5.8048253,7.125,1011.4,12.691177,0,84,9.007196,182.2906,1014.3,2015,9,25,L,L,L,L,L,M
24.087973,0,71,6.489992,3.1798248,1011.3,12.191177,0,86,8.049845,190.30484,1014.1,2015,9,26,L,L,L,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,9,27,L,L,L,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,9,28,,,,L,L,M
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,9,29,,,,L,L,M
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,9,30,L,L,M,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,10,1,L,L,L,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,10,2,L,L,L,L,L,M
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,10,3,L,L,L,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,10,4,L,L,L,,,
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,10,5,,,,L,L,M
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,10,6,,,,L,L,L
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2015,10,7,,,,L,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2015,10,8,,,,L,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2015,10,9,,,,L,L,L
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2015,10,10,,,,,,
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2015,10,11,,,,,,
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2015,10,12,,,,L,L,M
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2015,10,13,,,,L,L,L
24.757973,0,76,3.8268526,48.81407,1011,7.1311774,0,48,17.917007,337.55725,1017.8,2015,10,14,,,,L,L,M
24.457972,0,77,4.1046314,37.87497,1011.4,6.421178,0,51,15.94601,331.69925,1018,2015,10,15,,,,L,L,L
24.337973,0,77,5.4833565,23.198593,1012.4,5.9011774,0,53,15.941944,334.5923,1018.6,2015,10,16,,,,L,L,L
24.447971,0,76,6.9527545,21.250488,1013.2,6.3111777,0,53,17.917007,337.55725,1019.2,2015,10,17,,,,,,
25.827972,0,68,3.6179552,95.71059,1013.5,7.7211776,0,51,19.011953,341.222,1019.1,2015,10,18,,,,,,
27.647972,0,59,5.1919937,123.69006,1013.4,9.2811775,0,45,20.316889,352.875,1019.1,2015,10,19,,,,L,L,M
27.647972,0,59,5.1919937,123.69006,1013.4,9.2811775,0,45,20.316889,352.875,1019.1,2015,10,20,,,,L,L,L
22.45797,0,55,6.297428,149.03624,1013.3,10.361177,0,38,21.746504,353.34558,1019.1,2015,10,21,L,L,L,L,L,L
21.12345,0,48,6.28713,166.75948,1012.7,11.841178,0,33,17.643673,1.1691284,1018.2,2015,10,22,L,L,L,L,L,L
23.12671,0,43,9.726665,177.8789,1011.8,13.231177,0,32,16.56,360,1018,2015,10,23,L,L,L,L,L,L
20.12645,0,43,16.62249,184.96974,1011.1,14.591178,0,29,18.532133,352.1847,1017.5,2015,10,24,,,,,,
21.387972,0,48,20.380579,197.47478,1010.8,15.701178,0,27,19.469975,340.55997,1016.8,2015,10,25,,,,,,
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2015,10,26,,,,L,L,L
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2015,10,27,,,,L,L,L
24.757973,0,76,3.8268526,48.81407,1011,7.1311774,0,48,17.917007,337.55725,1017.8,2015,10,28,L,L,L,L,L,L
24.457972,0,77,4.1046314,37.87497,1011.4,6.421178,0,51,15.94601,331.69925,1018,2015,10,29,L,L,L,L,L,L
24.337973,0,77,5.4833565,23.198593,1012.4,5.9011774,0,53,15.941944,334.5923,1018.6,2015,10,30,L,L,L,L,L,L
24.447971,0,76,6.9527545,21.250488,1013.2,6.3111777,0,53,17.917007,337.55725,1019.2,2015,10,31,L,L,L,,,
25.827972,0,68,3.6179552,95.71059,1013.5,7.7211776,0,51,19.011953,341.222,1019.1,2015,11,1,L,L,L,,,
27.647972,0,59,5.1919937,123.69006,1013.4,9.2811775,0,45,20.316889,352.875,1019.1,2015,11,2,,,,L,L,L
22.45797,0,55,6.297428,149.03624,1013.3,10.361177,0,38,21.746504,353.34558,1019.1,2015,11,3,,,,L,L,L
21.12345,0,48,6.28713,166.75948,1012.7,11.841178,0,33,17.643673,1.1691284,1018.2,2015,11,4,L,L,L,L,L,L
23.12671,0,43,9.726665,177.8789,1011.8,13.231177,0,32,16.56,360,1018,2015,11,5,L,L,L,L,L,L
20.12645,0,43,16.62249,184.96974,1011.1,14.591178,0,29,18.532133,352.1847,1017.5,2015,11,6,L,L,L,L,L,L
21.387972,0,48,20.380579,197.47478,1010.8,15.701178,0,27,19.469975,340.55997,1016.8,2015,11,7,L,L,L,,,
30.427973,0,54,21.578989,207.84758,1010.5,16.131178,0,25,21.273533,336.03754,1016.6,2015,11,8,L,L,L,,,
23.677973,0,84,2.0364676,44.999985,1012.7,12.141177,0,80,7.5685663,244.65384,1021.8,2015,11,9,,,,L,L,L
23.727972,0,83,3.5455887,23.962494,1012.7,11.521177,0,82,7.5170207,253.30075,1022.1,2015,11,10,,,,L,L,L
28.897972,0,56,20.746122,218.6598,1010.9,19.831179,0,64,28.988384,194.3814,1017.9,2015,11,11,L,L,L,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,11,12,L,L,L,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,11,13,L,L,L,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,11,14,L,L,L,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,11,15,L,L,L,,,
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,11,16,,,,L,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,11,17,,,,L,L,L
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2015,11,18,L,L,L,L,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2015,11,19,L,L,L,L,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2015,11,20,L,L,L,L,L,L
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2015,11,21,L,L,L,,,
28.897972,0,56,20.746122,218.6598,1010.9,19.831179,0,64,28.988384,194.3814,1017.9,2015,11,22,L,L,L,,,
27.807972,0,60,19.296135,216.65611,1011.5,19.071178,0,66,30.124065,194.53445,1017.8,2015,11,23,,,,L,L,L
25.837973,0,68,16.870138,219.80557,1012.3,17.891178,0,69,30.821548,194.19855,1017.9,2015,11,24,,,,L,L,L
24.427973,0,76,14.021525,221.87787,1013.1,16.751179,0,73,29.869154,195.37625,1018.2,2015,11,25,,,,L,L,L
23.637972,0,81,10.948973,226.33223,1013.6,16.171179,0,75,28.691795,197.52557,1018.5,2015,11,26,,,,,,
23.277971,0,82,7.289445,237.09476,1014.1,15.701178,0,78,27.691935,195.84308,1018.5,2015,11,27,L,L,L,,,
22.887972,0,84,4.39436,235.00798,1014.5,15.411178,0,79,27.248457,195.3215,1018.2,2015,11,28,L,L,L,,,
22.777971,0,84,3.0547013,225,1014,15.301178,0,81,26.999998,196.26021,1018.1,2015,11,29,L,L,L,,,
23.927973,0,89,1.0182338,225,1012.9,13.931178,0,59,12.413477,330.46124,1018.1,2015,11,30,,,,L,L,L
23.967972,0,90,0.71999997,89.99999,1012.4,13.041178,0,62,11.435313,331.8214,1018.6,2015,12,1,,,,L,L,L
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2015,12,2,L,L,L,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,12,3,,,,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,12,4,L,L,L,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,12,5,L,L,L,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,12,6,L,L,L,,,
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,12,7,,,,L,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,12,8,,,,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,12,9,L,L,L,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,12,10,L,L,L,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,12,11,L,L,L,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,12,12,L,L,L,,,
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,12,13,L,L,L,,,
23.867971,0,90,1.8,53.130096,1012.5,12.301178,0,65,10.495713,337.83365,1019.3,2015,12,14,,,,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2015,12,15,,,,L,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2015,12,16,M,L,L,L,L,L
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2015,12,17,L,L,L,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2015,12,18,L,L,L,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2015,12,19,L,L,L,,,
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2015,12,20,L,L,L,,,
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2015,12,21,,,,L,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2015,12,22,,,,L,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2015,12,23,M,L,L,L,L,L
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2015,12,24,M,L,L,,,
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2015,12,25,L,L,L,,,
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2015,12,26,M,L,L,,,
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2015,12,27,M,L,L,,,
30.607971,0,52,1.609969,153.43495,1009.6,21.731178,0,20,8.78872,325.008,1020.1,2015,12,28,,,,L,L,L
29.507973,0,60,4.3349743,184.76364,1010.2,20.841179,0,18,14.021525,318.12213,1020.6,2015,12,29,,,,L,L,L
27.677973,0,71,2.968636,194.03624,1010.9,18.791178,0,20,15.03835,312.08917,1021.4,2015,12,30,M,L,L,L,L,L
26.397972,0,74,6.3690495,222.7094,1011.3,17.03118,0,22,15.876775,302.96942,1021.9,2015,12,31,H,L,L,L,L,L
26.607971,0,73,4.3349743,221.63354,1011.4,15.471178,0,23,15.1884165,301.42957,1022.5,2016,1,1,H,L,L,,,
31.257973,0,48,21.659916,201.44774,1010.9,19.651178,0,38,9.449572,139.63547,1019.8,2016,1,2,M,L,L,,,
30.397972,0,52,23.188583,207.75854,1010.6,19.93118,0,37,12.979984,146.30994,1019.3,2016,1,3,M,L,L,,,
29.687971,0,56,22.366402,213.17851,1010.1,19.791178,0,37,15.509274,158.1986,1018.9,2016,1,4,,,,L,L,L
28.967972,0,58,19.386593,211.32869,1009.4,19.541178,0,39,15.725037,164.0546,1018.3,2016,1,5,,,,,,
27.787971,0,63,17.477621,212.38068,1009.9,19.001179,0,43,16.039202,170.96051,1018.1,2016,1,6,M,L,L,,,
26.007973,0,70,14.904173,217.1467,1010.4,17.651178,0,49,16.563911,178.75464,1018.5,2016,1,7,M,L,L,,,
25.157972,0,71,13.397612,210.69972,1011,16.301178,0,58,16.923828,181.21887,1018.8,2016,1,8,L,L,L,L,L,L
24.817972,0,71,10.514218,218.04704,1011.5,15.641177,0,66,16.954432,176.34778,1018.8,2016,1,9,M,L,L,,,
24.667973,0,71,6.489992,236.30994,1011.5,15.051178,0,71,16.167967,168.43987,1018.7,2016,1,10,L,L,L,,,
24.727972,0,70,4.198285,239.03624,1012,14.681178,0,72,14.471821,174.28941,1018.1,2016,1,11,,,,L,L,L
24.807972,0,68,2.16,270,1011.8,14.351177,0,74,12.682018,173.4802,1017.7,2016,1,12,,,,L,L,L
24.467972,0,69,0.71999997,360,1011.7,13.961178,0,75,12.783802,170.27242,1016.5,2016,1,13,M,L,L,L,L,L
23.877972,0,72,2.16,360,1011.6,13.641177,0,77,11.570515,174.64418,1015.8,2016,1,14,M,L,L,L,L,L
23.887972,0,71,4.0249224,10.30484,1011.4,13.251178,0,80,10.805999,178.09085,1015.6,2016,1,15,M,L,L,L,L,L
23.497972,0,73,5.8048253,7.125,1011.4,12.691177,0,84,9.007196,182.2906,1014.3,2016,1,16,M,L,L,,,
24.087973,0,71,6.489992,3.1798248,1011.3,12.191177,0,86,8.049845,190.30484,1014.1,2016,1,17,M,L,L,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2016,1,18,,,,L,L,L
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2016,1,19,,,,L,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2016,1,20,M,L,L,L,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2016,1,21,M,L,L,L,L,L
24.167973,1,88,3.5455887,23.962494,1012.4,11.661178,0,67,9.346143,344.35776,1020,2016,1,22,H,L,L,M,L,L
24.247972,0.1,86,4.2136917,19.983109,1012.2,10.931178,0,69,6.519877,353.65985,1020.9,2016,1,23,M,L,L,,,
24.337973,1.1,85,3.5455887,23.962494,1013,10.161178,0,70,6.4799995,360,1021.8,2016,1,24,M,L,L,,,
24.277971,3,87,4.8433046,48.01277,1013,10.461178,0,68,8.669949,4.7636414,1022.8,2016,1,25,,,,M,L,L
24.167973,3.1,87,5.904439,52.431404,1013.9,11.761178,0,62,11.440979,24.145538,1023.4,2016,1,26,,,,M,L,L
24.077972,2.7,87,5.495161,31.607498,1014.4,13.041178,0,60,10.948973,43.66777,1023.7,2016,1,27,H,L,L,M,L,L
24.347973,0.5,83,2.52,360,1014.7,14.401177,0,59,9,53.130096,1023.9,2016,1,28,M,L,L,H,L,L
25.827972,0.1,73,4.510787,61.38954,1014.5,15.931178,0,53,7.0911775,66.037506,1023.6,2016,1,29,M,L,L,M,L,L
26.737972,0.2,69,4.2136917,109.9831,1013.7,17.331179,0,44,5.0142193,68.96249,1023,2016,1,30,M,L,L,,,
28.787971,0,61,5.3999996,143.1301,1012.6,18.60118,0,38,3.7585104,73.30075,1022.1,2016,1,31,M,L,L,,,
30.137972,0,57,5.495161,148.3925,1011.5,19.621178,0,33,3.396233,57.994614,1021.5,2016,2,1,,,,L,L,L
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2016,2,2,,,,L,L,L
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2016,2,3,M,L,L,M,L,L
24.757973,0,76,3.8268526,48.81407,1011,7.1311774,0,48,17.917007,337.55725,1017.8,2016,2,4,M,L,L,M,L,L
24.457972,0,77,4.1046314,37.87497,1011.4,6.421178,0,51,15.94601,331.69925,1018,2016,2,5,M,L,L,H,L,L
24.337973,0,77,5.4833565,23.198593,1012.4,5.9011774,0,53,15.941944,334.5923,1018.6,2016,2,6,M,L,L,,,
24.447971,0,76,6.9527545,21.250488,1013.2,6.3111777,0,53,17.917007,337.55725,1019.2,2016,2,7,L,L,L,,,
25.827972,0,68,3.6179552,95.71059,1013.5,7.7211776,0,51,19.011953,341.222,1019.1,2016,2,8,M,L,L,M,L,L
27.647972,0,59,5.1919937,123.69006,1013.4,9.2811775,0,45,20.316889,352.875,1019.1,2016,2,9,M,L,L,H,L,L
22.45797,0,55,6.297428,149.03624,1013.3,10.361177,0,38,21.746504,353.34558,1019.1,2016,2,10,H,L,L,M,L,L
21.12345,0,48,6.28713,166.75948,1012.7,11.841178,0,33,17.643673,1.1691284,1018.2,2016,2,11,M,L,L,M,L,L
23.12671,0,43,9.726665,177.8789,1011.8,13.231177,0,32,16.56,360,1018,2016,2,12,H,L,L,H,L,L
20.12645,0,43,16.62249,184.96974,1011.1,14.591178,0,29,18.532133,352.1847,1017.5,2016,2,13,M,L,L,,,
21.387972,0,48,20.380579,197.47478,1010.8,15.701178,0,27,19.469975,340.55997,1016.8,2016,2,14,M,L,L,,,
29.097973,0,59,4.1046314,164.74487,1010.9,20.52118,0,29,3.319036,12.528809,1021.1,2016,2,15,H,L,L,H,L,L
30.407972,0,54,1.835647,168.69006,1010.2,21.27118,0,24,4.452954,345.96375,1020.4,2016,2,16,H,L,L,M,L,L
24.757973,0,76,3.8268526,48.81407,1011,7.1311774,0,48,17.917007,337.55725,1017.8,2016,2,17,H,L,L,M,L,L
24.457972,0,77,4.1046314,37.87497,1011.4,6.421178,0,51,15.94601,331.69925,1018,2016,2,18,M,L,L,L,L,L
24.337973,0,77,5.4833565,23.198593,1012.4,5.9011774,0,53,15.941944,334.5923,1018.6,2016,2,19,M,L,L,L,L,L
24.447971,0,76,6.9527545,21.250488,1013.2,6.3111777,0,53,17.917007,337.55725,1019.2,2016,2,20,M,L,L,,,
